Start,End,Duration,Observer,BV,TV,UV,MK,OS,BE,NH,SS,CH,NG,UA,RS,BW,SW,RT,RL,UB,GE,UE,AK,ML,PG,UF,UR,TOTAL,WindSpd,WindDir,Temp,CloudCover,Visibility,FlightDIR,FlightHT,SkyCode,Counter,Observer1,Observer2,Observer3,Observer4,HawkYear
'2018-12-03 09:00','2018-12-03 10:00',60,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.5,270,8,35,77,225,'1: Eye level to 30m','1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-12-03 08:00','2018-12-03 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,270,5,40,77,?,?,'1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-12-03 07:30','2018-12-03 08:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,270,5,25,77,?,?,'1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-12-02 15:00','2018-12-02 16:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,7,100,?,?,(none),'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-12-02 14:00','2018-12-02 15:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,135,6,100,?,?,(none),'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-12-02 13:00','2018-12-02 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,6,100,?,?,(none),'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-12-02 12:45','2018-12-02 13:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,0,100,?,?,?,'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-12-01 14:00','2018-12-01 15:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,3,100,10,?,?,'3: Overcast','Laurie Goodrich',?,?,?,?,2018
'2018-12-01 13:00','2018-12-01 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,180,2,100,9,?,?,'3: Overcast','Laurie Goodrich',?,?,?,?,2018
'2018-12-01 12:00','2018-12-01 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,135,1,100,9,?,?,'3: Overcast','Laurie Goodrich',?,?,?,?,2018
'2018-12-01 11:00','2018-12-01 12:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,1,100,10,?,?,'3: Overcast','Laurie Goodrich',?,?,?,?,2018
'2018-12-01 10:00','2018-12-01 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,1,100,10,?,?,'3: Overcast','Laurie Goodrich',?,?,?,?,2018
'2018-12-01 09:00','2018-12-01 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,0,100,10,?,?,'3: Overcast','Laurie Goodrich',?,?,?,?,2018
'2018-12-01 08:00','2018-12-01 09:00',25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,100,10,?,?,'5: Fog or Dense Haze','Laurie Goodrich',?,?,?,?,2018
'2018-11-30 15:00','2018-11-30 16:00',45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,100,5,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 14:00','2018-11-30 15:45',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,100,2,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 13:00','2018-11-30 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,2,100,7,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 12:00','2018-11-30 13:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,1,100,7,?,?,'6:  Drizzle','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 11:00','2018-11-30 12:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,100,40,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 10:00','2018-11-30 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,1,100,55,?,?,'6:  Drizzle','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 09:00','2018-11-30 10:00',60,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112.5,0,100,50,247.5,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 08:00','2018-11-30 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,100,50,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-30 07:45','2018-11-30 08:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,100,50,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-29 15:00','2018-11-29 16:00',60,60,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8.5,315,1,100,33,225,'1: Eye level to 30m','3: Overcast','David Barber',?,?,?,?,2018
'2018-11-29 14:00','2018-11-29 15:00',60,60,0,1,0,0,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,10,15.5,315,1,100,33,225,'2: Unaided eye','3: Overcast','David Barber',?,?,?,?,2018
'2018-11-29 13:00','2018-11-29 14:00',60,60,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,15.5,315,1,70,33,225,'7: Variable','2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-11-29 12:00','2018-11-29 13:00',60,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,15.5,315,0,50,33,225,'1: Eye level to 30m','1: Partly Cloudy','David Barber','Paul Heveran',?,?,?,2018
'2018-11-29 11:00','2018-11-29 12:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,15.5,315,-1,60,33,225,'1: Eye level to 30m','2: Mostly Cloudy','David Barber','Paul Heveran',?,?,?,2018
'2018-11-29 10:00','2018-11-29 11:00',60,120,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,7,15.5,315,-1,20,13,225,'1: Eye level to 30m','1: Partly Cloudy','David Barber','Paul Heveran',?,?,?,2018
'2018-11-29 09:00','2018-11-29 10:00',60,120,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5,15.5,315,-2,15,33,225,'1: Eye level to 30m','0: Clear','David Barber','Paul Heveran',?,?,?,2018
'2018-11-29 08:00','2018-11-29 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.5,315,-3,10,9,225,'1: Eye level to 30m','0: Clear','David Barber',?,?,?,?,2018
'2018-11-29 07:30','2018-11-29 08:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,315,-3,60,9,?,?,'2: Mostly Cloudy','David Barber',?,?,?,?,2018
'2018-11-28 15:00','2018-11-28 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,292.5,0,100,50,?,?,'3: Overcast','Holly Merker',?,?,?,?,2018
'2018-11-28 14:00','2018-11-28 15:00',60,60,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33.5,292.5,1,100,30,247.5,'3: At limit of unaided vision','3: Overcast','Holly Merker',?,?,?,?,2018
'2018-11-28 13:00','2018-11-28 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,292.5,1,100,30,?,?,'3: Overcast','Holly Merker',?,?,?,?,2018
'2018-11-28 12:00','2018-11-28 13:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,24,270,1,98,50,247.5,'3: At limit of unaided vision','3: Overcast','Holly Merker',?,?,?,?,2018
'2018-11-28 11:00','2018-11-28 12:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,33.5,292.5,0,100,50,?,?,'3: Overcast','Holly Merker',?,?,?,?,2018
'2018-11-28 10:00','2018-11-28 11:00',30,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,24,292.5,-1,100,30,247.5,'3: At limit of unaided vision','3: Overcast','Jesse Amesbury','Holly Merker',?,?,?,2018
'2018-11-28 09:00','2018-11-28 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,292.5,-1,100,2,?,(none),?,'Jesse Amesbury',?,?,?,?,2018
'2018-11-28 08:00','2018-11-28 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,292.5,-2,95,7,?,(none),?,'Jesse Amesbury',?,?,?,?,2018
'2018-11-28 07:30','2018-11-28 08:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,270,-2,85,7,?,(none),?,'Jesse Amesbury',?,?,?,?,2018
'2018-11-27 15:00','2018-11-27 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,24,292.5,-1,100,77,?,?,'3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 14:00','2018-11-27 15:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,24,292.5,0,100,70,225,'2: Unaided eye','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 13:00','2018-11-27 14:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,24,292.5,1,100,77,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 12:00','2018-11-27 13:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,24,292.5,1,100,65,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 11:00','2018-11-27 12:00',60,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,292.5,2,100,65,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 10:00','2018-11-27 11:00',60,60,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,24,292.5,1,95,55,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 09:00','2018-11-27 10:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,24,292.5,1,100,35,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 08:00','2018-11-27 09:00',60,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,292.5,0,85,35,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-27 07:30','2018-11-27 08:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,292.5,0,75,35,?,?,'2: Mostly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-11-26 09:00','2018-11-26 10:00',30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,157.5,2,100,?,?,?,'7: Rain','Jesse Amesbury',?,?,?,?,2018
'2018-11-26 08:00','2018-11-26 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,157.5,2,100,?,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-11-25 15:00','2018-11-25 16:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,15.5,315,8,5,33,?,?,'0: Clear','Doug Wood','Jesse Amesbury',?,?,?,2018
'2018-11-25 14:00','2018-11-25 15:00',60,120,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,15.5,315,8,80,33,225,'2: Unaided eye','3: Overcast','Doug Wood','Jesse Amesbury',?,?,?,2018
'2018-11-25 13:00','2018-11-25 14:00',60,120,0,0,0,0,0,4,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,15.5,315,9,60,33,225,'2: Unaided eye','2: Mostly Cloudy','Doug Wood','Jesse Amesbury',?,?,?,2018
'2018-11-25 12:00','2018-11-25 13:00',60,120,0,0,0,0,0,1,1,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,8.5,315,7,60,15,225,'2: Unaided eye','2: Mostly Cloudy','Doug Wood','Jesse Amesbury',?,?,?,2018
'2018-11-25 11:00','2018-11-25 12:00',60,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5,315,6,80,12,225,'0: Below eye level','3: Overcast','Doug Wood','Jon Levin',?,?,?,2018
'2018-11-25 10:00','2018-11-25 11:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,6,80,9,?,?,'3: Overcast','Doug Wood','Jon Levin',?,?,?,2018
'2018-11-25 09:00','2018-11-25 10:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,5,90,9,?,?,'3: Overcast','Doug Wood','Jon Levin',?,?,?,2018
'2018-11-25 08:00','2018-11-25 09:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,5,100,9,?,?,'3: Overcast','Doug Wood','Jon Levin',?,?,?,2018
'2018-11-25 07:00','2018-11-25 08:00',50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,5,100,9,?,?,'3: Overcast','Doug Wood','Jon Levin',?,?,?,2018
'2018-11-24 12:00','2018-11-24 13:00',45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,90,0,100,?,?,?,'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-11-24 11:00','2018-11-24 12:00',60,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,90,2,100,1,247.5,'1: Eye level to 30m','5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-11-24 10:00','2018-11-24 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,112.5,1,100,1,?,(none),'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-11-24 09:00','2018-11-24 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,112.5,-1,100,2,?,(none),'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-11-24 08:15','2018-11-24 09:00',45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,112.5,-1,100,10,?,(none),'5: Fog or Dense Haze','Holly Merker',?,?,?,?,2018
'2018-11-23 15:00','2018-11-23 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.5,270,-5,0,35,225,'3: At limit of unaided vision','0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-23 14:00','2018-11-23 15:00',60,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,202.5,-1,0,35,225,'3: At limit of unaided vision','0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-23 13:00','2018-11-23 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,202.5,-3,0,30,225,'2: Unaided eye','0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-23 12:00','2018-11-23 13:00',60,60,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,7,8.5,180,-1,0,30,225,'2: Unaided eye','0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-23 11:00','2018-11-23 12:00',60,60,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5,3,202.5,-5,0,35,225,'2: Unaided eye','0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-23 10:00','2018-11-23 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.5,202.5,-3,0,30,225,'1: Eye level to 30m','0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-23 09:00','2018-11-23 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,8.5,202.5,-5,0,30,225,'0: Below eye level','0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-23 08:15','2018-11-23 09:00',45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,-5,0,25,?,(none),'0: Clear','Bracken Brown',?,?,?,?,2018
'2018-11-22 16:00','2018-11-22 17:00',30,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15.5,315,-8,0,33,225,'1: Eye level to 30m','0: Clear','David Barber',?,?,?,?,2018
'2018-11-22 15:00','2018-11-22 16:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,15.5,315,-7,5,33,225,'2: Unaided eye','0: Clear','David Barber',?,?,?,?,2018
'2018-11-22 14:00','2018-11-22 15:00',60,70,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,10,15.5,315,-6,10,33,225,'2: Unaided eye','0: Clear','David Barber','Marc Robinson',?,?,?,2018
'2018-11-22 13:00','2018-11-22 14:00',60,120,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,11,15.5,315,-5,10,33,225,'2: Unaided eye','0: Clear','David Barber','Marc Robinson',?,?,?,2018
'2018-11-22 12:00','2018-11-22 13:00',60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,15.5,315,-6,10,33,225,'2: Unaided eye','0: Clear','David Barber','Marc Robinson',?,?,?,2018
'2018-11-22 11:00','2018-11-22 12:00',60,60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,6,15.5,315,-6,30,1,225,'2: Unaided eye','1: Partly Cloudy','Marc Robinson',?,?,?,?,2018
'2018-11-22 10:00','2018-11-22 11:00',60,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,15.5,315,-6,0,33,225,'2: Unaided eye','0: Clear','Marc Robinson',?,?,?,?,2018
'2018-11-22 09:00','2018-11-22 10:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.5,315,-7,0,33,225,'2: Unaided eye','0: Clear','Marc Robinson',?,?,?,?,2018
'2018-11-22 08:00','2018-11-22 09:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.5,315,-7,0,33,225,'2: Unaided eye','0: Clear','Marc Robinson',?,?,?,?,2018
'2018-11-22 07:45','2018-11-22 08:00',15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,315,-7,0,33,?,?,'0: Clear','Marc Robinson',?,?,?,?,2018
'2018-11-21 15:00','2018-11-21 16:00',30,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15.5,270,0,100,5,?,?,'3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 14:00','2018-11-21 15:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.5,270,0,100,9,225,'0: Below eye level','3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 13:00','2018-11-21 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,15.5,270,1,100,9,225,'0: Below eye level','3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 12:00','2018-11-21 13:00',60,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,15.5,270,1,100,9,225,'1: Eye level to 30m','3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 11:00','2018-11-21 12:00',60,60,19,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,28,8.5,270,1,100,9,225,'1: Eye level to 30m','3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 10:00','2018-11-21 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.5,315,-1,100,9,225,'0: Below eye level','3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 09:00','2018-11-21 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,315,-1,100,9,?,?,'3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 08:00','2018-11-21 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,292.5,-2,80,9,?,?,'3: Overcast','David Barber',?,?,?,?,2018
'2018-11-21 07:00','2018-11-21 08:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,292.5,-3,30,9,?,?,'1: Partly Cloudy','David Barber',?,?,?,?,2018
'2018-11-20 15:00','2018-11-20 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,8.5,315,3,80,40,225,'1: Eye level to 30m','3: Overcast','Greg George',?,?,?,?,2018
'2018-11-20 14:00','2018-11-20 15:00',60,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,9,8.5,315,3,100,40,225,'1: Eye level to 30m','3: Overcast','Greg George',?,?,?,?,2018
'2018-11-20 13:00','2018-11-20 14:00',60,60,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,10,8.5,315,3,90,40,225,'2: Unaided eye','3: Overcast','Greg George',?,?,?,?,2018
'2018-11-20 12:00','2018-11-20 13:00',60,60,0,0,0,0,0,2,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,15.5,315,3,80,40,225,'2: Unaided eye','3: Overcast','Greg George',?,?,?,?,2018
'2018-11-20 11:00','2018-11-20 12:00',60,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,8.5,315,4,100,20,225,'2: Unaided eye','3: Overcast','Greg George',?,?,?,?,2018
'2018-11-20 10:00','2018-11-20 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,8.5,315,5,100,10,225,'1: Eye level to 30m','3: Overcast','Greg George',?,?,?,?,2018
'2018-11-20 09:00','2018-11-20 10:00',60,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,315,5,100,5,225,'1: Eye level to 30m','3: Overcast','Greg George',?,?,?,?,2018
'2018-11-20 08:15','2018-11-20 09:00',45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,5,100,5,?,(none),'3: Overcast','Greg George',?,?,?,?,2018
'2018-11-19 15:00','2018-11-19 16:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,5,30,12,?,?,'1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-11-19 14:00','2018-11-19 15:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,7,50,12,?,?,'1: Partly Cloudy','Jesse Amesbury',?,?,?,?,2018
'2018-11-19 13:00','2018-11-19 14:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,315,6,85,8,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-19 12:00','2018-11-19 13:00',60,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,315,6,100,7,225,'1: Eye level to 30m','3: Overcast','Jesse Amesbury',?,?,?,?,2018
'2018-11-19 11:00','2018-11-19 12:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,4,100,2,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-11-19 10:00','2018-11-19 11:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,4,100,2,?,?,'6:  Drizzle','Jesse Amesbury',?,?,?,?,2018
'2018-11-19 09:00','2018-11-19 10:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,3,100,1,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
'2018-11-19 08:00','2018-11-19 09:00',60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,3,100,1,?,?,'5: Fog or Dense Haze','Jesse Amesbury',?,?,?,?,2018
